@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute raw-1 numeric
@attribute raw-2 numeric
@attribute raw-3 numeric
@attribute raw-4 numeric
@attribute raw-5 numeric
@attribute raw-6 numeric
@attribute raw-7 numeric
@attribute raw-8 numeric
@attribute raw-9 numeric
@attribute raw-10 numeric
@attribute raw-11 numeric
@attribute raw-12 numeric
@attribute raw-13 numeric
@attribute raw-14 numeric
@attribute raw-15 numeric
@attribute raw-16 numeric
@attribute raw-17 numeric
@attribute raw-18 numeric
@attribute raw-19 numeric
@attribute raw-20 numeric
@attribute raw-21 numeric
@attribute raw-22 numeric
@attribute raw-23 numeric
@attribute raw-24 numeric
@attribute raw-25 numeric
@attribute raw-26 numeric
@attribute raw-27 numeric
@attribute raw-28 numeric
@attribute raw-29 numeric
@attribute raw-30 numeric
@attribute raw-31 numeric
@attribute raw-32 numeric
@attribute raw-33 numeric
@attribute raw-34 numeric
@attribute raw-35 numeric
@attribute raw-36 numeric
@attribute raw-37 numeric
@attribute raw-38 numeric
@attribute raw-39 numeric
@attribute raw-40 numeric
@attribute raw-41 numeric
@attribute raw-42 numeric
@attribute raw-43 numeric
@attribute raw-44 numeric
@attribute raw-45 numeric
@attribute raw-46 numeric
@attribute raw-47 numeric
@attribute raw-48 numeric
@attribute raw-49 numeric
@attribute raw-50 numeric
@attribute raw-51 numeric
@attribute raw-52 numeric
@attribute raw-53 numeric
@attribute raw-54 numeric
@attribute raw-55 numeric
@attribute raw-56 numeric
@attribute raw-57 numeric
@attribute raw-58 numeric
@attribute raw-59 numeric
@attribute raw-60 numeric
@attribute raw-61 numeric
@attribute raw-62 numeric
@attribute raw-63 numeric
@attribute raw-64 numeric
@attribute raw-65 numeric
@attribute raw-66 numeric
@attribute raw-67 numeric
@attribute raw-68 numeric
@attribute raw-69 numeric
@attribute raw-70 numeric
@attribute raw-71 numeric
@attribute raw-72 numeric
@attribute raw-73 numeric
@attribute raw-74 numeric
@attribute raw-75 numeric
@attribute raw-76 numeric
@attribute raw-77 numeric
@attribute raw-78 numeric
@attribute raw-79 numeric
@attribute raw-80 numeric
@attribute raw-81 numeric
@attribute raw-82 numeric
@attribute raw-83 numeric
@attribute raw-84 numeric
@attribute raw-85 numeric
@attribute raw-86 numeric
@attribute raw-87 numeric
@attribute raw-88 numeric
@attribute raw-89 numeric
@attribute raw-90 numeric
@attribute raw-91 numeric
@attribute raw-92 numeric
@attribute raw-93 numeric
@attribute raw-94 numeric
@attribute raw-95 numeric
@attribute raw-96 numeric
@attribute raw-97 numeric
@attribute raw-98 numeric
@attribute raw-99 numeric
@attribute raw-100 numeric
@attribute raw-101 numeric
@attribute raw-102 numeric
@attribute raw-103 numeric
@attribute raw-104 numeric
@attribute raw-105 numeric
@attribute raw-106 numeric
@attribute raw-107 numeric
@attribute raw-108 numeric
@attribute raw-109 numeric
@attribute raw-110 numeric
@attribute raw-111 numeric
@attribute raw-112 numeric
@attribute raw-113 numeric
@attribute raw-114 numeric
@attribute raw-115 numeric
@attribute raw-116 numeric
@attribute raw-117 numeric
@attribute raw-118 numeric
@attribute raw-119 numeric
@attribute raw-120 numeric
@attribute raw-121 numeric
@attribute raw-122 numeric
@attribute raw-123 numeric
@attribute raw-124 numeric
@attribute raw-125 numeric
@attribute raw-126 numeric
@attribute raw-127 numeric
@attribute raw-128 numeric
@attribute raw-129 numeric
@attribute raw-130 numeric
@attribute raw-131 numeric
@attribute raw-132 numeric
@attribute outputs-1 numeric

@data
385,'2019/05/23 19:17:21:645',7,298.144775,204.38797,300.009491,227.28212,302.96048,250.092133,306.389343,272.588867,312.1521,294.208557,322.343445,313.996277,336.588165,331.174286,354.341492,344.363495,375.799683,349.502899,396.765076,346.023163,413.808868,332.623291,426.855713,314.843811,436.286987,295.105194,442.980865,274.751678,448.349854,254.172577,453.040375,233.351425,455.729797,212.233704,320.185394,162.834305,331.42099,154.879761,344.909241,151.307388,358.867981,152.150299,372.089844,156.645691,404.192078,159.56868,415.434998,156.526337,427.240021,156.830444,438.414795,160.359833,447.379456,167.587051,388.587585,190.583511,388.620941,207.234116,388.585876,223.778152,388.400055,240.244751,371.545319,251.349838,378.785034,254.334045,386.64325,255.782425,393.434753,255.223694,399.714691,253.024765,336.233154,189.5979,344.457916,184.975784,354.110474,185.526749,361.401337,191.412048,352.91037,193.020844,344.117645,192.651611,408.31546,194.461288,415.84079,189.731903,425.067413,189.73288,432.234344,195.204712,424.579102,197.59729,416.224457,196.882172,355.06366,284.209351,364.20871,278.609924,374.036407,274.176147,384.493103,275.798889,393.534546,275.376587,401.170044,280.784241,406.919189,287.634705,400.546967,294.577789,391.935486,298.905457,382.155487,299.835175,371.534851,297.426025,362.453339,291.959656,373.407959,283.600891,383.770966,284.099213,392.041962,284.971954,391.827789,286.84198,383.241394,287.20871,373.319092,285.609589,0
386,'2019/05/23 19:17:21:695',7,298.195129,203.345322,300.038818,226.323898,302.991241,249.209747,306.40155,271.806702,312.077484,293.5961,322.21817,313.555939,336.488586,330.820068,354.285858,344.036072,375.76532,349.223328,396.754364,345.668152,413.861847,332.256409,426.969788,314.421387,436.436646,294.571869,443.147369,274.140045,448.518616,253.567093,453.22644,232.789413,455.935272,211.706345,319.87149,162.468582,331.219849,154.569824,344.820465,151.119507,358.858521,152.104767,372.132233,156.755051,404.143158,159.668762,415.430786,156.546219,427.294495,156.769394,438.543427,160.227341,447.56662,167.434891,388.517365,190.680496,388.515045,207.353043,388.444855,223.918854,388.229401,240.399994,371.531189,251.291763,378.729919,254.220062,386.523773,255.652313,393.240204,255.106812,399.463867,252.965988,335.519073,189.524826,343.916626,184.842392,353.764526,185.41507,361.193176,191.408813,352.524994,193.030838,343.549316,192.649704,408.245941,194.523148,415.915314,189.715027,425.336182,189.707016,432.658691,195.265732,424.849945,197.710663,416.320343,196.976822,355.20694,284.439636,364.183838,278.678162,373.922546,274.079559,384.353394,275.709778,393.386292,275.270721,400.939819,280.826538,406.533691,287.838165,400.20697,294.636292,391.699524,298.853607,382.051208,299.792938,371.567078,297.388916,362.580688,292.032837,373.260712,283.543243,383.645569,284.036346,391.971344,284.907227,391.730865,286.75824,383.13739,287.130005,373.240509,285.531982,0
387,'2019/05/23 19:17:21:762',7,298.128082,203.605148,299.923126,226.652634,302.808929,249.615585,306.142914,272.26767,311.760345,294.055878,321.881561,313.980011,336.144196,331.221466,353.941101,344.429901,375.438751,349.612091,396.529297,346.093506,413.686584,332.60434,426.816711,314.691315,436.307098,294.808044,443.055267,274.364319,448.457092,253.750763,453.145538,232.906113,455.811829,211.760056,320.180939,162.182083,331.479126,154.407745,344.952942,151.011765,358.849792,151.989899,371.993744,156.592087,404.181305,159.659103,415.33963,156.581192,427.072968,156.812347,438.211823,160.214951,447.20047,167.304459,388.562683,190.610428,388.544281,207.203201,388.453308,223.690216,388.215485,240.097275,371.475952,251.286148,378.697296,254.248825,386.52951,255.699478,393.271881,255.157974,399.510376,253.000473,336.079437,189.336182,344.321625,184.784225,353.962311,185.357803,361.233154,191.248413,352.73584,192.856552,343.939392,192.447678,408.264008,194.433563,415.763733,189.758041,424.965271,189.755783,432.116791,195.188995,424.482727,197.606842,416.144104,196.882584,355.141205,284.340302,364.165009,278.619202,373.921722,274.053986,384.35022,275.674438,393.374908,275.273895,400.915955,280.8172,406.50177,287.811401,400.207642,294.683014,391.696747,298.968018,382.00528,299.893524,371.474243,297.470551,362.481689,292.032288,373.365417,283.558838,383.629456,284.028961,391.819763,284.946838,391.59259,286.857666,383.116943,287.223511,373.319489,285.615143,0
388,'2019/05/23 19:17:21:796',7,297.925079,203.561066,299.760864,226.504166,302.714417,249.354019,306.163269,271.926971,311.919495,293.689117,322.111389,313.607727,336.359711,330.873322,354.093262,344.14798,375.518463,349.4086,396.498657,345.851196,413.585022,332.404907,426.692078,314.562927,436.230835,294.755524,443.046204,274.357758,448.477722,253.817352,453.194519,233.07933,455.893036,212.034683,319.934296,162.276428,331.21347,154.506958,344.698456,151.118256,358.614838,152.106598,371.779816,156.716492,404.147827,159.723145,415.340515,156.645844,427.097748,156.874878,438.246246,160.284424,447.210297,167.380966,388.411224,190.866058,388.423462,207.437851,388.36441,223.90506,388.158844,240.28746,371.331451,251.356232,378.591583,254.32991,386.454956,255.791092,393.236633,255.226303,399.516754,253.046341,335.59317,189.474762,343.888763,184.821457,353.632874,185.393799,360.96524,191.361847,352.399536,193.02298,343.522522,192.626953,408.161865,194.537933,415.733093,189.763535,425.043793,189.754089,432.260345,195.275269,424.55304,197.748032,416.123627,197.023941,355.015656,284.348175,364.034821,278.627777,373.81955,274.079315,384.286926,275.73175,393.353333,275.286346,400.945435,280.801514,406.563538,287.780487,400.241425,294.69693,391.682495,298.994537,381.965179,299.95047,371.416626,297.507751,362.389069,292.060272,373.222076,283.565369,383.574158,284.096985,391.862915,284.941101,391.637604,286.849365,383.063843,287.256317,373.188477,285.609985,0
389,'2019/05/23 19:17:21:845',7,298.143951,203.554489,299.913483,226.509903,302.773956,249.379181,306.115143,271.981445,311.770813,293.792145,321.920197,313.730957,336.182098,330.958954,353.942871,344.162659,375.359955,349.407654,396.378326,345.853088,413.502563,332.365265,426.674622,314.494568,436.266632,294.634521,443.139435,274.201385,448.633118,253.651657,453.36908,232.906662,456.064423,211.849686,320.417389,162.502701,331.663391,154.725098,345.10968,151.288757,359.002991,152.244125,372.161957,156.810608,404.546661,159.915329,415.685974,156.851166,427.38739,157.081177,438.482666,160.465118,447.430511,167.493164,388.810211,190.937775,388.767181,207.529099,388.653381,224.017212,388.389893,240.418991,371.575378,251.394638,378.82019,254.377869,386.676636,255.855698,393.444122,255.3069,399.71579,253.149368,336.490906,189.514343,344.696991,185.000473,354.287537,185.565933,361.532715,191.397354,353.074463,192.992264,344.322083,192.588318,408.514587,194.584579,415.994751,189.971451,425.152802,189.982697,432.266174,195.385193,424.658325,197.767258,416.359009,197.03215,355.324554,284.56604,364.262421,278.746033,374.009644,274.092224,384.477356,275.748474,393.532867,275.33252,401.023285,280.982269,406.460938,288.082916,400.151489,294.804504,391.686371,298.982239,382.075684,299.898071,371.625366,297.471344,362.671173,292.129669,373.511139,283.616272,383.736664,284.095795,391.870514,285.016724,391.586548,286.930573,383.210968,287.313782,373.497925,285.68457,0
390,'2019/05/23 19:17:21:894',7,298.660034,203.996353,300.444641,227.062729,303.325348,250.049789,306.691986,272.675659,312.432129,294.324951,322.643677,314.05542,336.892914,331.197906,354.651459,344.356293,376.149384,349.374451,397.171478,345.782776,414.152374,332.159729,427.133057,314.241608,436.571991,294.49939,443.35556,274.25705,448.793701,253.788437,453.460876,233.044205,456.096558,212.000916,321.002136,162.744492,332.268799,155.049026,345.654449,151.645248,359.465546,152.548172,372.551971,157.026321,404.611816,160.172531,415.648804,157.214966,427.24231,157.493576,438.26355,160.832214,447.233063,167.759705,389.01181,190.617233,388.922485,207.240829,388.764465,223.756348,388.460724,240.19458,371.651978,251.463806,378.896271,254.481155,386.778595,255.946121,393.61441,255.417191,399.92453,253.230438,337.459167,189.058197,345.639221,184.651901,355.130859,185.255707,362.286469,191.1017,353.872803,192.528366,345.210175,192.094147,408.47818,194.252884,415.870148,189.654587,424.924561,189.655365,431.992004,194.986725,424.457977,197.287781,416.254272,196.576767,355.350586,284.157501,364.398224,278.549469,374.174438,274.105347,384.585663,275.737549,393.625031,275.342133,401.202057,280.794037,406.834381,287.714142,400.589203,294.743561,392.066681,299.168732,382.28241,300.105591,371.639099,297.665558,362.623047,292.057922,373.547791,283.565277,383.884186,284.009247,392.186401,284.97287,391.972015,287.053253,383.391724,287.443573,373.48175,285.792145,0
391,'2019/05/23 19:17:21:945',7,298.653076,202.790787,300.350739,225.892792,303.168091,248.918137,306.45224,271.587067,312.135223,293.3591,322.23584,313.320587,336.360596,330.803131,354.092285,344.271973,375.668396,349.485657,396.840729,345.941528,413.907959,332.209534,426.979095,314.147186,436.563934,294.293457,443.439117,273.894165,448.966339,253.237915,453.730011,232.292389,456.480835,211.040253,321.029938,162.263489,332.3703,154.78273,345.778839,151.63974,359.560272,152.650009,372.617523,157.110458,404.76062,160.259338,415.825409,157.211731,427.461456,157.309219,438.624146,160.320709,447.814545,167.004013,389.152069,189.885834,389.033936,206.765015,388.859009,223.531006,388.537598,240.209229,371.562775,251.326614,378.856659,254.316376,386.776855,255.77124,393.692047,255.267044,400.100372,253.123245,337.036499,187.761414,345.688782,182.591095,355.919373,183.405975,363.28894,190.34082,354.364044,191.965561,345.137054,191.455338,407.973175,193.374603,415.747437,187.67038,425.567657,187.537354,433.045349,193.648697,425.090485,196.600983,416.287994,195.932755,355.317566,284.178375,364.339539,278.464966,374.158173,273.996094,384.610291,275.703125,393.693726,275.252106,401.273651,280.75592,406.847717,287.764252,400.552032,294.724335,391.981018,299.049988,382.183807,299.948853,371.585571,297.527588,362.565125,292.01532,373.182251,283.345001,383.864655,283.828918,392.499908,284.787384,392.20929,286.889404,383.331329,287.234711,373.126068,285.597443,0
392,'2019/05/23 19:17:21:995',7,298.7211,201.362671,300.426056,224.561646,303.262634,247.667206,306.56543,270.493378,312.22934,292.59198,322.348724,312.879089,336.534027,330.582764,354.321075,344.206238,375.930298,349.525818,397.11908,345.706299,414.203369,331.709045,427.287842,313.357819,436.875793,293.175964,443.758484,272.530334,449.268127,251.827911,453.998871,230.935211,456.7099,209.725815,320.887543,162.057785,332.17627,154.628387,345.562195,151.499924,359.336853,152.548157,372.402405,157.038391,404.993256,160.169113,416.037903,157.126617,427.634735,157.200867,438.728424,160.203979,447.80658,166.835617,389.115295,190.003357,388.982666,206.834732,388.790375,223.557709,388.455383,240.179077,371.487976,251.222198,378.814117,254.239197,386.764587,255.723709,393.700012,255.167328,400.125397,252.984024,337.070404,187.573395,345.581085,182.563492,355.624939,183.313797,362.927795,189.986725,354.144684,191.625793,345.059692,191.139725,408.19635,193.032227,415.857483,187.585892,425.489075,187.470612,432.842468,193.404266,425.005493,196.247665,416.353455,195.57608,355.527069,284.340576,364.414185,278.603577,374.157562,274.045929,384.598297,275.818054,393.700806,275.251892,401.23114,280.797852,406.70285,287.81134,400.447479,294.72345,391.962952,299.007202,382.267639,299.984009,371.758301,297.544495,362.785034,292.10144,373.380432,283.444244,383.88266,283.985077,392.387939,284.819061,392.085632,286.796875,383.394043,287.24585,373.398834,285.571259,0
393,'2019/05/23 19:17:22:046',7,298.523224,202.26181,300.139954,225.251099,302.927307,248.155014,306.276337,270.724579,312.048431,292.512939,322.100983,312.635803,336.108551,330.377594,353.752747,344.156433,375.356232,349.581329,396.59256,346.124695,413.812012,332.519043,427.044098,314.486542,436.689819,294.515564,443.524323,273.893585,449.094421,253.014236,453.951935,231.858353,456.807373,210.387833,320.968842,162.271179,332.277893,154.804993,345.668243,151.685287,359.429932,152.728027,372.459961,157.192596,405.072205,160.265884,416.292664,157.219284,428.051483,157.334534,439.300751,160.461823,448.509766,167.284607,389.007629,189.713455,388.888977,206.651566,388.715942,223.477432,388.393555,240.209839,371.408295,251.206451,378.617188,254.205887,386.456879,255.675247,393.368042,255.169861,399.773712,253.034302,337.061707,187.621704,345.613312,182.668488,355.657623,183.437836,362.985413,190.013382,354.184418,191.588547,345.082001,191.121307,408.361816,193.100769,416.123199,187.711609,425.816925,187.691177,433.25766,193.598724,425.332672,196.323883,416.614105,195.622955,355.460297,284.535706,364.176025,278.584198,373.829468,273.926514,384.191742,275.676422,393.246826,275.239319,400.669678,281.001343,405.994385,288.2276,399.740662,295.129974,391.293243,299.42395,381.618713,300.32962,371.209625,297.856384,362.441467,292.324005,373.105469,283.519897,383.370758,283.972229,391.63269,284.973358,391.25,286.988983,382.801453,287.350677,373.078125,285.671783,0
394,'2019/05/23 19:17:22:095',7,298.829742,202.911743,300.476746,225.856155,303.282806,248.717072,306.636719,271.22998,312.439667,292.92157,322.530792,312.985504,336.554474,330.730225,354.224823,344.529205,375.880371,349.90564,397.032349,346.524536,414.110046,332.926025,427.200653,314.957245,436.751862,295.132233,443.487183,274.599762,448.986969,253.709579,453.831757,232.510529,456.717468,211.011429,321.434387,162.070129,332.664795,154.76001,345.889587,151.712341,359.46814,152.693146,372.325317,157.042374,405.450012,160.043594,416.637909,157.046127,428.353638,157.199463,439.552246,160.373077,448.693085,167.238846,389.102142,189.682892,389.058289,206.586838,388.963226,223.377563,388.72464,240.082764,371.657959,251.342422,378.913635,254.330627,386.795959,255.773865,393.769775,255.247772,400.232697,253.074188,337.566284,187.668823,346.010529,182.644028,355.979675,183.418442,363.213257,190.052795,354.512634,191.671021,345.502747,191.203339,408.438202,193.024994,416.111237,187.522064,425.72403,187.454193,433.09552,193.355576,425.264465,196.166992,416.619446,195.518463,355.513641,284.247406,364.54892,278.568085,374.371613,274.152893,384.815155,275.872437,393.923828,275.383087,401.584961,280.818237,407.322693,287.695007,400.948029,294.864471,392.27533,299.34494,382.355865,300.2948,371.686218,297.862518,362.661987,292.240814,373.488556,283.602264,384.035522,284.077515,392.559967,284.979645,392.262421,287.02359,383.464966,287.407257,373.382477,285.77243,0
395,'2019/05/23 19:17:22:146',7,298.476593,202.820908,300.184235,225.77919,303.047485,248.648819,306.45932,271.186676,312.326202,292.909607,322.474091,312.938477,336.514923,330.611786,354.159058,344.34137,375.726746,349.728729,396.835846,346.245789,413.894348,332.599762,426.991852,314.599548,436.622955,294.771881,443.509918,274.303772,449.106964,253.556854,454.004181,232.533096,456.909637,211.19342,321.16806,162.147354,332.50116,154.83812,345.849945,151.855042,359.536926,152.951599,372.488953,157.433334,405.572174,160.493378,416.698608,157.455124,428.363739,157.539108,439.541229,160.584076,448.6987,167.32016,389.227509,190.348038,389.148499,207.216156,389.012695,223.971832,388.723267,240.634781,371.627319,251.407684,378.903381,254.444443,386.809662,255.938492,393.759064,255.402222,400.197357,253.219208,336.948517,187.590698,345.5354,182.544479,355.650665,183.318726,362.979309,190.04631,354.139618,191.629288,344.996399,191.135513,408.664703,193.146729,416.426971,187.611038,426.170715,187.561768,433.633514,193.549225,425.699432,196.335098,416.94577,195.658279,355.700348,284.363678,364.56311,278.596954,374.285156,274.13147,384.649689,275.899261,393.656952,275.404297,401.15509,280.926208,406.609283,287.951019,400.347412,294.916626,391.844238,299.236084,382.143707,300.161469,371.667084,297.704742,362.78772,292.18924,373.407898,283.526947,383.860809,284.050903,392.266663,284.960175,391.924622,286.962677,383.29129,287.349182,373.359314,285.66745,0
396,'2019/05/23 19:17:22:195',7,298.598206,202.823318,300.251892,225.847061,303.045715,248.791321,306.384644,271.403259,312.225769,293.168091,322.448486,313.167236,336.606659,330.754242,354.340454,344.389679,375.956055,349.718262,397.029816,346.250793,414.062225,332.630463,427.156647,314.693695,436.78595,294.926178,443.658722,274.517883,449.2211,253.833908,454.070404,232.874756,456.930573,211.602631,321.334259,162.182297,332.695618,154.76915,346.115112,151.740494,359.878265,152.850723,372.903809,157.364548,405.85022,160.529404,416.948883,157.478302,428.597321,157.54599,439.766479,160.559448,448.904968,167.293259,389.612946,190.579849,389.521088,207.380783,389.374786,224.069626,389.074707,240.66684,371.85318,251.500656,379.177399,254.53949,387.132385,256.036591,394.107208,255.522491,400.577026,253.359406,337.448151,187.61969,346.04895,182.388977,356.243744,183.240356,363.497742,190.285172,354.638885,191.958282,345.464386,191.413422,408.792267,193.423492,416.530426,187.601517,426.338898,187.492935,433.752716,193.688843,425.837555,196.711395,417.061584,196.05838,355.556549,284.38504,364.591797,278.633362,374.450317,274.169037,384.941467,275.940735,394.040863,275.474182,401.620941,281.023315,407.159973,288.082825,400.833649,295.100708,392.2146,299.420349,382.411835,300.311859,371.794769,297.853149,362.763428,292.299774,373.546661,283.604065,384.145264,284.134827,392.654602,285.073151,392.325073,287.142975,383.579712,287.474274,373.488373,285.814636,0
397,'2019/05/23 19:17:22:246',7,298.302216,202.918015,299.884796,225.982773,302.585632,248.975418,305.845978,271.630676,311.647705,293.419189,321.874878,313.423309,336.070984,330.998291,353.851135,344.612885,375.498962,349.968292,396.627289,346.550537,413.716187,332.931732,426.878387,315.002625,436.591125,295.251251,443.543457,274.840698,449.16037,254.121201,454.02597,233.108231,456.888275,211.78093,321.425293,162.113571,332.739319,154.724823,346.089935,151.683746,359.789764,152.76059,372.76236,157.224609,406.127533,160.469955,417.167999,157.473862,428.748169,157.588196,439.839874,160.633652,448.902313,167.370392,389.657684,190.558105,389.54834,207.40715,389.382507,224.144516,389.057861,240.791275,371.765686,251.514511,379.111694,254.588623,387.097717,256.113922,394.086853,255.598358,400.568665,253.42276,337.526794,187.511002,346.077576,182.263199,356.229919,183.113434,363.419708,190.188644,354.616119,191.908615,345.487,191.344833,408.915009,193.384079,416.604126,187.550873,426.363251,187.456894,433.706757,193.678131,425.845154,196.734238,417.118195,196.07608,355.564758,284.441803,364.615692,278.710083,374.465271,274.269043,384.922089,276.058044,393.957275,275.590332,401.481995,281.123932,406.961426,288.171204,400.684814,295.201569,392.101105,299.537689,382.328979,300.417267,371.732941,297.949921,362.724426,292.381531,373.6987,283.734772,384.101501,284.274323,392.374084,285.206818,392.040924,287.205719,383.518982,287.5336,373.627991,285.884674,0
398,'2019/05/23 19:17:22:294',7,298.488068,202.851639,300.094635,225.894073,302.859253,248.855667,306.201477,271.477173,312.055573,293.27124,322.271149,313.371155,336.442871,331.084747,354.237152,344.829865,375.957764,350.227753,397.081818,346.838074,414.176971,333.287811,427.293579,315.350067,436.879852,295.5354,443.658936,275.023834,449.188751,254.193451,454.050201,233.069351,456.940063,211.638321,321.589355,162.118347,332.893768,154.845322,346.185211,151.895554,359.803833,152.99147,372.685455,157.44545,406.114532,160.563904,417.210297,157.574966,428.833984,157.697495,439.957245,160.794968,449.020111,167.599533,389.53714,190.476837,389.490997,207.29364,389.389862,223.998718,389.136078,240.614777,371.977478,251.609299,379.242279,254.623962,387.131866,256.109619,394.064453,255.582977,400.488983,253.421143,337.356323,187.648315,345.896637,182.427567,356.035889,183.246307,363.261383,190.204636,354.465271,191.941849,345.329437,191.416656,408.928772,193.357025,416.651245,187.594574,426.417969,187.527771,433.804169,193.685013,425.915497,196.685867,417.163605,196.026352,356.055328,284.693817,364.971222,278.928131,374.693909,274.437134,385.050415,276.193604,394.010681,275.707245,401.473969,281.244568,406.938324,288.255768,400.682709,295.156128,392.191772,299.407562,382.538788,300.29541,372.074646,297.88559,363.175018,292.448273,373.952179,283.870422,384.242371,284.366241,392.438477,285.277435,392.105133,287.148041,383.672882,287.471466,373.908813,285.874207,0
399,'2019/05/23 19:17:28:045',8,297.962952,208.092255,300.117279,231.258743,303.570801,254.304962,307.515839,276.881226,313.634613,298.005951,323.391449,317.628601,336.673035,335.590729,353.819702,349.815918,375.597839,354.744751,396.63797,350.776154,412.841797,336.223145,424.683563,317.757935,433.32901,298.195984,439.810333,278.291656,445.185181,257.682526,449.920166,236.625519,452.868988,215.28743,317.768372,156.974228,328.607605,148.928574,341.791412,145.66304,355.341705,146.592499,368.093597,151.037354,402.061432,153.673553,413.10849,150.591553,424.788116,150.717163,436.005096,154.003662,444.936188,161.401367,384.972168,185.855133,384.85144,201.527481,384.681702,217.099838,384.411163,232.650467,368.099121,244.650253,375.231812,247.369751,382.945862,248.67131,389.939117,248.214432,396.423431,246.252258,332.822296,183.291229,341.592072,176.126083,352.879425,177.146011,360.088257,186.365051,350.806915,189.26506,340.961426,188.724533,404.983612,188.942917,412.791992,180.86261,423.701233,180.651978,431.301971,188.747055,423.10614,193.387558,413.620453,192.830353,351.275299,281.189728,359.596466,273.317535,369.778412,267.540344,381.228851,268.350342,391.57724,268.75882,399.962402,275.506165,405.503815,284.467529,399.733734,293.979126,390.736755,300.827301,379.211853,302.521088,366.988525,299.415863,357.749451,291.478577,368.750671,277.200714,380.716949,276.449921,390.987366,278.594879,390.81424,288.234161,379.943207,289.871613,368.180115,286.923004,1
400,'2019/05/23 19:17:28:096',8,298.254089,206.902054,300.516724,230.621628,304.272644,254.162033,308.502197,277.706696,314.440552,300.831085,323.610809,322.87262,336.355743,343.184052,353.267792,359.358154,375.210327,365.631195,396.842102,360.063171,413.116852,343.009705,424.660004,321.637848,433.0448,299.242218,439.718567,277.199005,445.537781,255.591125,450.494446,234.034225,453.418365,212.118912,317.94223,156.211212,328.524963,148.068298,341.71344,144.478271,355.510834,145.250687,368.635529,149.642639,402.105316,152.250641,413.401672,149.167984,425.251984,149.374908,436.424622,152.851639,445.088379,160.189499,385.491028,184.202545,385.327118,200.018784,385.105408,215.756592,384.794098,231.398514,368.933929,244.234863,376.002625,246.525513,383.505219,247.736084,390.17569,247.320587,396.482208,245.764847,333.127228,183.71994,341.881073,176.495697,353.324463,177.315842,360.861359,185.902466,351.48645,189.262115,341.445404,189.015732,404.921478,188.332367,412.939362,180.911636,423.988373,180.816727,431.560425,188.943588,423.202515,193.472122,413.588959,192.632095,352.698761,288.074707,358.803345,276.272858,368.816223,267.21463,381.627441,267.737915,393.358093,268.468414,401.341248,278.445862,404.281006,291.191101,399.151276,301.075378,390.83197,308.678162,379.331787,311.024323,367.155396,307.312103,358.572693,298.707794,368.690063,279.071838,381.056274,277.520386,391.637451,280.463593,390.869324,294.147797,380.148834,296.889038,368.52771,292.904968,1
401,'2019/05/23 19:17:28:146',8,298.217804,203.595901,300.600342,228.326462,304.510284,252.863327,308.614594,277.496613,314.33963,302.057129,323.227173,325.767334,335.821075,347.807373,353.122162,365.106201,375.761414,372.020782,397.917999,365.2659,414.186951,346.347412,425.261627,322.866302,433.157898,298.642609,439.992767,275.445587,446.211273,253.223587,451.745605,231.14447,455.138306,208.65094,317.872192,153.211288,328.426849,145.009262,341.796509,141.576904,355.779877,142.502563,369.094604,146.993149,404.334686,150.764832,415.646332,147.248703,427.629639,146.963165,439.155609,149.694534,448.2901,156.50827,387.129547,182.651215,386.623291,198.771378,386.066559,214.800461,385.448212,230.703796,369.160095,242.891037,376.453094,245.428665,384.191132,246.892456,391.245392,246.35907,397.957123,244.696838,328.877136,180.062515,339.322815,171.214218,353.106384,172.370819,361.812836,183.015762,350.617004,186.941086,338.580505,186.622498,409.630219,185.590775,419.004395,176.474136,432.25528,176.528046,441.120605,186.576904,431.289734,192.011566,419.820099,190.934326,354.334991,290.022064,359.506256,276.812103,369.436859,266.969513,382.449738,267.548309,394.318756,268.386841,401.989532,279.311279,403.734711,293.501099,399.242676,304.209381,391.358704,312.74704,379.852386,315.646423,367.563446,311.338104,359.411316,301.735687,368.522705,278.884216,381.811005,277.400421,393.269012,280.427338,392.235168,297.180664,380.636963,300.889435,368.214813,295.815887,1
