@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute raw-1 numeric
@attribute raw-2 numeric
@attribute raw-3 numeric
@attribute raw-4 numeric
@attribute raw-5 numeric
@attribute raw-6 numeric
@attribute raw-7 numeric
@attribute raw-8 numeric
@attribute raw-9 numeric
@attribute raw-10 numeric
@attribute raw-11 numeric
@attribute raw-12 numeric
@attribute raw-13 numeric
@attribute raw-14 numeric
@attribute raw-15 numeric
@attribute raw-16 numeric
@attribute raw-17 numeric
@attribute raw-18 numeric
@attribute raw-19 numeric
@attribute raw-20 numeric
@attribute raw-21 numeric
@attribute raw-22 numeric
@attribute raw-23 numeric
@attribute raw-24 numeric
@attribute raw-25 numeric
@attribute raw-26 numeric
@attribute raw-27 numeric
@attribute raw-28 numeric
@attribute raw-29 numeric
@attribute raw-30 numeric
@attribute raw-31 numeric
@attribute raw-32 numeric
@attribute raw-33 numeric
@attribute raw-34 numeric
@attribute raw-35 numeric
@attribute raw-36 numeric
@attribute raw-37 numeric
@attribute raw-38 numeric
@attribute raw-39 numeric
@attribute raw-40 numeric
@attribute raw-41 numeric
@attribute raw-42 numeric
@attribute raw-43 numeric
@attribute raw-44 numeric
@attribute raw-45 numeric
@attribute raw-46 numeric
@attribute raw-47 numeric
@attribute raw-48 numeric
@attribute raw-49 numeric
@attribute raw-50 numeric
@attribute raw-51 numeric
@attribute raw-52 numeric
@attribute raw-53 numeric
@attribute raw-54 numeric
@attribute raw-55 numeric
@attribute raw-56 numeric
@attribute raw-57 numeric
@attribute raw-58 numeric
@attribute raw-59 numeric
@attribute raw-60 numeric
@attribute raw-61 numeric
@attribute raw-62 numeric
@attribute raw-63 numeric
@attribute raw-64 numeric
@attribute raw-65 numeric
@attribute raw-66 numeric
@attribute raw-67 numeric
@attribute raw-68 numeric
@attribute raw-69 numeric
@attribute raw-70 numeric
@attribute raw-71 numeric
@attribute raw-72 numeric
@attribute raw-73 numeric
@attribute raw-74 numeric
@attribute raw-75 numeric
@attribute raw-76 numeric
@attribute raw-77 numeric
@attribute raw-78 numeric
@attribute raw-79 numeric
@attribute raw-80 numeric
@attribute raw-81 numeric
@attribute raw-82 numeric
@attribute raw-83 numeric
@attribute raw-84 numeric
@attribute raw-85 numeric
@attribute raw-86 numeric
@attribute raw-87 numeric
@attribute raw-88 numeric
@attribute raw-89 numeric
@attribute raw-90 numeric
@attribute raw-91 numeric
@attribute raw-92 numeric
@attribute raw-93 numeric
@attribute raw-94 numeric
@attribute raw-95 numeric
@attribute raw-96 numeric
@attribute raw-97 numeric
@attribute raw-98 numeric
@attribute raw-99 numeric
@attribute raw-100 numeric
@attribute raw-101 numeric
@attribute raw-102 numeric
@attribute raw-103 numeric
@attribute raw-104 numeric
@attribute raw-105 numeric
@attribute raw-106 numeric
@attribute raw-107 numeric
@attribute raw-108 numeric
@attribute raw-109 numeric
@attribute raw-110 numeric
@attribute raw-111 numeric
@attribute raw-112 numeric
@attribute raw-113 numeric
@attribute raw-114 numeric
@attribute raw-115 numeric
@attribute raw-116 numeric
@attribute raw-117 numeric
@attribute raw-118 numeric
@attribute raw-119 numeric
@attribute raw-120 numeric
@attribute raw-121 numeric
@attribute raw-122 numeric
@attribute raw-123 numeric
@attribute raw-124 numeric
@attribute raw-125 numeric
@attribute raw-126 numeric
@attribute raw-127 numeric
@attribute raw-128 numeric
@attribute raw-129 numeric
@attribute raw-130 numeric
@attribute raw-131 numeric
@attribute raw-132 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
620,'2019/06/10 17:34:44:560',18,255.145569,195.199173,253.990402,214.867126,254.334641,234.56279,255.433609,254.156769,258.323761,273.709991,265.208984,292.590881,276.561676,309.236176,291.746033,322.401855,310.802521,328.406006,330.781403,327.579193,348.725433,319.019348,364.081085,306.277679,375.679565,290.056641,383.027252,271.158722,388.576965,251.097229,393.667877,230.63858,397.595886,209.983841,273.496552,156.50148,282.123077,151.723587,291.877502,150.083008,301.760773,151.082336,310.801483,154.78331,344.552765,158.180893,356.060486,156.096573,367.741089,157.288574,378.425415,162.180099,386.53656,170.486649,323.977844,189.100601,322.558899,202.960602,321.167847,216.73053,319.85907,230.448181,307.500671,241.397049,312.967285,243.487595,318.796539,244.611206,325.299011,244.525497,331.58606,243.402527,282.10083,186.328644,289.055908,181.897232,297.312378,183.278046,302.88324,189.26445,295.694214,191.255493,288.217255,190.52652,347.83548,193.496124,354.653656,188.522232,363.139587,188.994385,369.437744,194.437439,362.445679,197.361404,354.757477,196.696823,293.366272,271.808624,300.949921,266.156494,309.562592,261.817627,318.692932,263.307678,328.386261,263.402924,336.653534,269.080658,344.09259,275.60675,336.347198,282.028473,327.021637,285.920959,316.813171,286.519928,307.261841,284.402802,299.123322,279.292084,309.097534,271.132111,318.0271,271.523376,327.391266,272.509155,327.149292,274.919647,317.691986,274.788208,308.819672,273.486664,1,0,?
621,'2019/06/10 17:34:44:593',18,255.482178,195.179855,254.227005,214.847229,254.488754,234.560959,255.477737,254.146713,258.18866,273.644165,264.843079,292.461609,276.00946,309.063293,291.097534,322.146423,310.067017,328.105347,330.125732,327.337036,348.166473,318.866516,363.659576,306.24823,375.458649,290.181335,383.057465,271.446259,388.777557,251.490234,393.944855,231.094315,397.927521,210.491714,273.32135,156.567398,281.8974,151.513443,291.74054,149.727661,301.735077,150.736191,310.866394,154.504196,344.389099,157.91272,355.939575,155.787506,367.678253,156.975388,378.414612,161.906082,386.528137,170.318542,323.768066,188.978699,322.191925,202.823059,320.645599,216.576965,319.183136,230.280014,306.861816,241.313293,312.323792,243.468933,318.17926,244.62529,324.751953,244.575272,331.100464,243.449066,281.909576,186.281357,288.995697,181.636444,297.452118,183.092804,303.073944,189.404465,295.72583,191.504013,288.090271,190.73114,347.522858,193.638031,354.468597,188.379654,363.187805,188.859467,369.554077,194.593918,362.411041,197.728806,354.54892,197.036331,293.243469,271.686462,300.654968,266.105652,309.069397,261.797302,317.959595,263.29483,327.503204,263.409088,335.601166,269.088776,342.928345,275.590393,335.269501,281.787994,326.107147,285.537109,316.075653,286.076172,306.771912,283.988892,298.835999,278.992981,308.75238,271.066315,317.299347,271.430023,326.390839,272.44104,326.160858,274.609589,317.003632,274.419647,308.498291,273.190521,1,0,?
622,'2019/06/10 17:34:44:626',18,255.069275,195.479767,253.926193,215.023483,254.296448,234.603363,255.466782,254.094864,258.430847,273.590851,265.274506,292.483307,276.538513,309.196411,291.651611,322.445587,310.675812,328.533112,330.590332,327.750183,348.507385,319.287018,363.839478,306.615997,375.407349,290.426849,382.74295,271.521423,388.307922,251.43988,393.414825,230.963974,397.352478,210.288635,273.345154,156.738693,281.943237,151.674759,291.815033,149.860245,301.850189,150.83548,311.029266,154.572144,344.679199,157.777466,356.241455,155.626755,367.981567,156.805771,378.696411,161.76123,386.755127,170.188461,324.089508,188.933838,322.719238,202.858749,321.381012,216.695053,320.115845,230.476715,307.532654,241.271896,313.029938,243.402328,318.906158,244.542664,325.445465,244.451187,331.765228,243.297302,282.025848,186.567795,289.010162,181.945648,297.377747,183.3246,302.980682,189.441681,295.741119,191.589127,288.18515,190.885468,347.742249,193.572311,354.638611,188.406647,363.264221,188.871582,369.590668,194.492401,362.521606,197.57695,354.7323,196.910431,293.60788,271.957764,301.066467,266.191254,309.599854,261.756165,318.68158,263.238861,328.279846,263.347931,336.389557,269.131927,343.611542,275.752502,335.957886,282.100006,326.747955,285.955444,316.657928,286.552765,307.240814,284.419312,299.249939,279.341248,309.300629,271.14502,317.962097,271.481018,326.978546,272.482941,326.689819,274.886047,317.575409,274.784821,309.013397,273.493164,1,0,?
623,'2019/06/10 17:34:44:660',18,255.234711,195.256668,254.120743,214.867233,254.487289,234.504395,255.593414,254.091248,258.443848,273.696167,265.252869,292.60318,276.529449,309.228882,291.632721,322.33844,310.519714,328.438263,330.517822,327.510254,348.477234,318.855621,363.85553,306.005829,375.552673,289.709961,383.090668,270.822205,388.738586,250.867355,393.800323,230.556152,397.641388,210.033966,273.200043,157.217972,281.72345,152.016617,291.6091,150.09111,301.696289,151.049911,310.9534,154.796188,344.09314,158.229767,355.640015,156.028702,367.383209,157.156097,378.112396,162.044189,386.18869,170.406647,324.157715,189.358078,322.738922,203.182327,321.343994,216.922791,320.026276,230.60614,307.618561,241.394302,313.127258,243.617981,319.039948,244.819183,325.59671,244.673706,331.902527,243.425201,282.147095,186.630814,289.049927,181.927841,297.388672,183.283859,302.93512,189.486694,295.747406,191.733139,288.239197,191.014114,347.870239,193.669662,354.654602,188.468353,363.205566,188.916519,369.403595,194.591446,362.429779,197.760574,354.726654,197.098572,294.165466,271.881042,301.494019,266.156006,309.899689,261.736725,318.852478,263.25058,328.358856,263.296906,336.349396,269.019989,343.423248,275.594269,335.895233,281.771698,326.846649,285.500305,316.943665,286.096619,307.720154,284.00647,299.809296,279.095367,309.966095,271.129425,318.178558,271.507263,326.804474,272.386658,326.550507,274.425537,317.879272,274.34021,309.767975,273.13559,1,0,?
624,'2019/06/10 17:34:44:693',18,255.075943,195.07135,253.980804,214.709763,254.32663,234.378326,255.387726,253.950897,258.210785,273.480682,265.030975,292.321777,276.344604,308.903046,291.460449,322.029877,310.414551,328.124725,330.414734,327.406189,348.39151,318.895294,363.758698,306.156372,375.38858,289.940613,382.811981,271.082764,388.405609,251.084641,393.506775,230.698151,397.410156,210.105118,273.098816,156.670364,281.916595,151.513901,292.044067,149.771103,302.300568,150.91391,311.677399,154.847809,344.175781,158.203613,355.839233,155.930771,367.71991,157.000198,378.615479,161.854843,386.823364,170.305466,324.535095,189.045059,323.182709,202.902481,321.852386,216.670212,320.589172,230.383865,307.933136,241.196655,313.494873,243.407303,319.457764,244.586273,325.989899,244.485825,332.280945,243.270523,282.120483,186.229309,289.175232,181.468185,297.652557,182.89566,303.251648,189.292847,295.937042,191.4505,288.312103,190.686523,347.704193,193.553589,354.606537,188.182877,363.302368,188.591705,369.614227,194.364197,362.531647,197.58139,354.7117,196.91449,293.715942,271.544952,301.392822,265.995514,310.022278,261.71579,319.141205,263.240906,328.722656,263.343842,336.858582,268.995392,344.155792,275.482666,336.463257,281.72699,327.20343,285.436462,317.11319,285.950531,307.659882,283.835358,299.542297,278.859497,309.661499,270.947113,318.429932,271.369659,327.477844,272.355927,327.234161,274.505951,318.080566,274.298798,309.404144,273.056,1,0,?
625,'2019/06/10 17:34:44:727',18,255.104904,195.74881,253.999283,215.263748,254.390335,234.812531,255.607864,254.246155,258.660461,273.626282,265.586243,292.356171,276.882141,308.91925,291.96521,322.080048,310.940521,328.111206,330.855103,327.341095,348.772766,318.929199,364.12735,306.35199,375.722198,290.261597,383.075226,271.440857,388.616211,251.402344,393.65863,230.944427,397.540558,210.290497,273.437164,157.30217,282.036163,152.057358,291.973419,150.110718,302.098022,151.030273,311.367706,154.755295,344.122467,157.898941,355.738098,155.726669,367.538879,156.918137,378.312378,161.910126,386.423035,170.400665,324.128021,189.216202,322.78418,203.000839,321.470398,216.696014,320.227844,230.339172,307.880463,241.196106,313.273468,243.302124,319.049683,244.42012,325.490204,244.319763,331.702942,243.157211,282.392395,186.467941,289.282776,181.809204,297.571808,183.166061,303.082611,189.311203,295.93512,191.473373,288.46582,190.773651,347.819061,193.399765,354.612579,188.17543,363.157928,188.632248,369.394501,194.261581,362.41806,197.361649,354.715393,196.727707,293.960449,271.743408,301.379578,266.103638,309.80307,261.733337,318.753082,263.19931,328.234528,263.302856,336.26001,269.015045,343.485382,275.51535,335.900696,281.790314,326.769348,285.585175,316.771637,286.161621,307.452179,284.061005,299.540894,279.045258,309.604095,271.033112,318.043915,271.344788,326.862946,272.33429,326.591003,274.605469,317.681946,274.479095,309.328461,273.246307,1,0,?
626,'2019/06/10 17:34:44:759',18,255.288544,195.485229,254.081863,214.996765,254.37413,234.547089,255.466812,254.00853,258.373779,273.46579,265.202759,292.285034,276.491913,308.875702,291.623871,321.993835,310.601715,328.052704,330.570984,327.322723,348.573975,318.972076,364.005768,306.393829,375.65976,290.249023,383.036987,271.353058,388.581207,251.263672,393.626678,230.772369,397.502045,210.085205,273.626892,156.74855,282.260254,151.749146,292.147858,150.071335,302.158539,151.175613,311.287537,155.023346,344.180237,158.201614,355.766907,155.921158,367.56369,156.969345,378.37558,161.812958,386.527222,170.21579,324.018768,189.511841,322.657745,203.160172,321.325623,216.720886,320.0672,230.227463,307.363495,241.186172,312.927368,243.401077,318.894836,244.579819,325.540283,244.469604,331.947754,243.246216,282.035431,186.638885,289.065765,181.900574,297.51416,183.346573,303.095551,189.689026,295.802338,191.88739,288.18985,191.1353,347.631805,193.805069,354.543365,188.421951,363.259277,188.843582,369.608215,194.584579,362.507721,197.839554,354.656036,197.202774,293.774658,271.58255,301.212646,265.889984,309.697052,261.54361,318.708954,263.01712,328.265991,263.125702,336.367096,268.815033,343.612335,275.357086,335.945435,281.55542,326.763702,285.276001,316.743774,285.826599,307.41153,283.755737,299.434814,278.82312,309.331146,270.764648,318.010468,271.120026,327.083282,272.11264,326.80545,274.455078,317.640564,274.304382,309.04364,273.05423,1,0,?
627,'2019/06/10 17:34:44:795',18,255.180054,195.004303,254.087067,214.550308,254.467255,234.119583,255.56839,253.697906,258.395142,273.433655,265.237732,292.534943,276.612854,309.295197,291.821228,322.495911,310.792755,328.688568,330.731079,327.777527,348.692139,319.181458,364.092651,306.351837,375.766418,289.968353,383.162659,270.876343,388.722992,250.763229,393.799652,230.347015,397.687866,209.724121,273.690186,156.843857,282.265778,151.90007,292.088715,150.110428,302.101776,151.04541,311.295258,154.727509,344.442657,157.866241,355.989624,155.69046,367.716064,156.834427,378.425201,161.697586,386.51593,169.981491,324.335785,189.231415,323.024231,203.062683,321.740723,216.810059,320.531494,230.495544,308.201447,241.270554,313.660614,243.318817,319.460236,244.442017,325.87561,244.304916,332.082031,243.174988,282.238098,186.584244,289.171692,181.789413,297.574066,183.14418,303.155182,189.394012,295.940277,191.646545,288.386414,190.953049,347.843933,193.408478,354.685211,188.082062,363.319244,188.482056,369.595398,194.190048,362.576599,197.408264,354.803009,196.768417,294.111115,272.055115,301.578552,266.11792,310.18396,261.527985,319.420868,263.008057,329.132233,263.062256,337.279114,268.910278,344.435547,275.624207,336.67514,281.598938,327.476593,285.144684,317.51593,285.716614,308.200562,283.709351,300.070557,279.036987,309.929962,270.873322,318.740967,271.245728,327.856812,272.163269,327.53598,274.32959,318.393768,274.182159,309.745422,273.013885,1,0,?
628,'2019/06/10 17:34:44:826',18,255.400146,194.811752,254.251602,214.381912,254.576904,233.9758,255.667511,253.562424,258.526428,273.257477,265.348602,292.311127,276.644745,309.075714,291.752594,322.336731,310.676025,328.553497,330.722473,327.651642,348.782715,319.025818,364.246887,306.112976,375.936554,289.623901,383.341431,270.470703,388.883392,250.301926,393.87735,229.822754,397.663513,209.136963,273.632904,157.227661,282.04306,152.00177,291.847473,149.998688,301.884705,150.870361,311.106201,154.525558,344.901459,157.797302,356.367157,155.711212,367.994781,156.947571,378.55426,161.946198,386.421295,170.335785,324.45166,189.584549,323.132202,203.284073,321.835602,216.902847,320.603088,230.46022,307.982086,241.406067,313.535522,243.536697,319.450531,244.706955,325.958221,244.589539,332.251465,243.445221,282.518921,186.653595,289.426453,181.886002,297.785858,183.271103,303.315033,189.550201,296.127167,191.847656,288.602631,191.119965,347.76062,193.656357,354.564209,188.329834,363.165039,188.727905,369.378418,194.457611,362.391174,197.736588,354.652679,197.1008,293.983582,271.856781,301.436523,266.100708,309.980286,261.649567,319.104126,263.201416,328.726471,263.262878,336.786011,269.069153,343.894714,275.698029,336.240814,281.92276,327.060547,285.654816,317.043365,286.236206,307.707489,284.091431,299.709534,279.120972,309.654999,270.943481,318.383423,271.390686,327.434845,272.339569,327.119476,274.765594,317.989594,274.667755,309.381989,273.333405,1,0,?
629,'2019/06/10 17:34:44:862',18,255.605103,194.40387,254.274399,213.986389,254.456894,233.600754,255.455002,253.151306,258.237885,272.728821,264.8909,291.738007,275.987122,308.584015,290.957336,321.990784,309.893738,328.22287,330.025726,327.428345,348.171417,318.891083,363.771118,306.13443,375.599701,289.804321,383.132141,270.758362,388.78067,250.549362,393.8526,229.951523,397.751587,209.146988,273.47937,156.678238,282.008514,151.588837,291.863464,149.867096,301.85141,151.010696,310.954163,154.912033,344.407684,158.196854,355.966278,155.922241,367.721344,156.976028,378.475189,161.844452,386.552368,170.256866,323.775146,189.764954,322.29892,203.475891,320.852448,217.104553,319.47818,230.677475,307.014496,241.415115,312.461945,243.633408,318.320831,244.826828,324.890381,244.747208,331.225128,243.571869,282.510254,186.281891,289.329315,181.682434,297.515167,183.120911,302.875671,189.335876,295.803345,191.574951,288.422638,190.789993,347.702148,193.605789,354.401947,188.343964,362.877655,188.782471,369.016968,194.403259,362.111481,197.666702,354.473663,197.060211,293.562988,271.903351,300.861755,266.426361,309.133423,262.143616,317.87973,263.736206,327.267822,263.778473,335.169128,269.467529,342.341919,275.86026,334.847198,282.330139,325.766937,286.243225,315.784363,286.840637,306.578247,284.63092,298.844696,279.432861,309.122437,271.581573,317.136017,271.99469,325.643005,272.910797,325.386932,274.927826,316.801208,274.821686,308.84906,273.548767,1,0,?
630,'2019/06/10 17:34:44:893',18,255.068695,195.108276,254.020401,214.852646,254.460052,234.620224,255.695694,254.335739,258.724792,274.051666,265.752167,293.037476,277.214813,309.732208,292.476898,322.887299,311.562805,328.881836,331.466675,327.729553,349.27951,318.886932,364.462646,305.870056,375.933441,289.444946,383.246582,270.488037,388.7453,250.525406,393.712555,230.233383,397.483734,209.734253,273.509674,157.077301,282.261108,151.992081,292.303986,150.231583,302.492249,151.345795,311.813904,155.274323,344.885864,158.314484,356.315765,156.113312,367.939758,157.210464,378.551758,162.052612,386.517944,170.35881,324.563232,189.647781,323.207947,203.466232,321.879333,217.20163,320.616425,230.877823,308.200897,241.476151,313.65387,243.626831,319.490723,244.792572,325.89212,244.661011,332.055389,243.475281,282.652283,186.659576,289.500488,182.08609,297.737183,183.406662,303.226624,189.506042,296.117798,191.69989,288.691895,190.975311,347.957733,193.627884,354.668396,188.508072,363.112183,188.925049,369.253174,194.49939,362.359833,197.615631,354.749847,196.983826,294.364624,271.903748,301.735352,266.1987,310.163757,261.758484,319.166962,263.265045,328.633911,263.28891,336.586182,269.004242,343.601593,275.576935,336.161926,281.857086,327.155975,285.650543,317.277435,286.290649,307.977997,284.175964,300.036072,279.192566,310.190094,271.16803,318.494568,271.53363,327.103973,272.420776,326.860352,274.534302,318.18576,274.467865,309.993561,273.247498,1,0,?
631,'2019/06/10 17:34:44:927',18,255.571915,193.988159,254.31723,213.597336,254.5457,233.2323,255.487595,252.837265,258.131409,272.543427,264.718842,291.69278,275.840729,308.597443,290.855499,322.001587,309.796692,328.292908,329.898285,327.524628,348.04425,319.002686,363.622589,306.192047,375.38623,289.737,382.838989,270.591736,388.494629,250.387695,393.661163,229.847519,397.646057,209.092117,273.589905,156.942001,282.14032,151.861542,292.011902,150.074371,302.046631,151.138947,311.219788,154.961258,344.654388,158.337051,356.16748,156.15213,367.861725,157.278809,378.54837,162.138687,386.612061,170.452148,324.141174,189.708939,322.689728,203.415543,321.266205,217.040573,319.910583,230.608597,307.626862,241.618454,312.980347,243.680176,318.686768,244.81897,325.042969,244.771469,331.205963,243.739136,282.475586,186.43364,289.433472,181.799911,297.762787,183.261887,303.244354,189.537338,296.036102,191.715591,288.519104,190.932343,347.674927,193.83049,354.505737,188.556717,363.112518,188.995377,369.356964,194.681625,362.338745,197.914993,354.58197,197.260208,293.335205,271.995239,300.784027,266.449554,309.229004,262.081635,318.199738,263.669708,327.7341,263.78656,335.698914,269.609192,342.86792,276.120636,335.169617,282.199188,326.029419,285.828827,316.062927,286.350861,306.827026,284.17041,298.952698,279.205902,308.771393,271.213959,317.453491,271.676819,326.527863,272.716278,326.200104,275.081055,317.053864,274.896271,308.47998,273.539185,1,0,?
632,'2019/06/10 17:34:44:960',18,255.530624,194.902405,254.224045,214.313019,254.468796,233.757446,255.597443,253.175446,258.535797,272.713074,265.102814,291.820038,275.927704,308.944061,290.68924,322.659973,309.546906,329.10791,329.617371,328.254089,347.688568,319.62619,363.22287,306.773315,375.067291,290.406342,382.709015,271.300751,388.495453,251.017731,393.704193,230.356079,397.746674,209.481674,273.7742,157.738968,281.891907,152.464066,291.452667,150.34436,301.281891,151.076126,310.301697,154.564575,345.026794,157.886551,356.524109,155.912384,368.138184,157.283325,378.628113,162.468231,386.388123,170.992981,323.640228,189.332687,322.149323,203.18782,320.695831,216.962555,319.316895,230.679123,306.801788,241.413162,312.222504,243.617203,318.042969,244.826096,324.637238,244.730713,331.017914,243.57283,282.376801,186.582397,289.250916,181.961151,297.511414,183.337463,303.022339,189.374512,295.883667,191.623016,288.418762,190.921768,347.652832,193.532898,354.510223,188.418045,363.084137,188.967789,369.314972,194.612061,362.281464,197.690781,354.53772,197.012589,293.287292,271.637543,300.527649,266.167511,308.841156,262.007813,317.629761,263.631012,327.086334,263.675903,335.072449,269.293335,342.251373,275.654755,334.714172,282.392639,325.556763,286.614197,315.38031,287.325592,306.060181,284.952332,298.399689,279.433685,308.529602,271.160614,316.865387,271.661438,325.728119,272.570374,325.409149,275.463806,316.372131,275.604431,308.059753,273.981964,1,0,?
633,'2019/06/10 17:34:44:994',18,255.045776,195.232986,253.978394,214.921494,254.374786,234.627884,255.481522,254.286865,258.347717,273.976074,265.28125,292.956268,276.746216,309.582611,291.994629,322.688293,311.027893,328.695221,330.973938,327.733185,348.867859,319.032593,364.158783,306.132874,375.667084,289.723267,382.936493,270.716187,388.41214,250.684448,393.43103,230.324966,397.277466,209.769241,273.305634,156.848755,282.059998,151.939133,292.011353,150.211487,302.121735,151.208847,311.391846,154.976089,343.852142,158.253265,355.485962,156.130585,367.299225,157.330429,378.090851,162.26358,386.257996,170.62912,324.146057,188.913834,322.766235,202.909042,321.410248,216.816284,320.133331,230.66687,307.797974,241.528,313.27948,243.624405,319.122711,244.750076,325.58316,244.63736,331.818542,243.484695,282.314728,186.56955,289.234528,182.003418,297.52121,183.379089,303.085999,189.471863,295.906799,191.520493,288.431091,190.812866,347.526917,193.609314,354.313782,188.534714,362.802673,188.957413,369.03186,194.499771,362.072815,197.501633,354.415039,196.832352,293.393799,272.313477,301.026093,266.558044,309.72348,262.072845,319.015228,263.555267,328.814636,263.644623,337.101074,269.43396,344.487885,276.050934,336.677307,282.228973,327.35202,285.921082,317.200409,286.495697,307.651123,284.441071,299.396637,279.553497,309.423553,271.420044,318.36731,271.785278,327.677216,272.766296,327.413818,275.01825,318.058838,274.851685,309.227264,273.633575,1,0,?
634,'2019/06/10 17:34:45:025',18,255.309265,195.33606,254.152298,214.822906,254.468307,234.342255,255.475769,253.803436,258.216553,273.332397,264.980835,292.262512,276.281982,308.935944,291.458466,322.072021,310.450714,328.156311,330.360046,327.495544,348.310425,319.105835,363.704132,306.488678,375.335541,290.321625,382.666107,271.391083,388.232574,251.307709,393.392365,230.852432,397.37149,210.190964,273.467468,157.397369,282.059601,152.278244,291.95047,150.402649,302.030365,151.313126,311.290131,154.955093,344.592529,158.211533,356.250488,156.073624,368.08197,157.260147,378.88327,162.232788,387.000336,170.711624,324.329803,189.338806,322.978912,203.174286,321.661926,216.92157,320.420807,230.614426,307.825195,241.681549,313.331177,243.812363,319.21405,244.953949,325.746643,244.853149,332.05899,243.688705,282.51944,186.646088,289.444366,181.880325,297.792358,183.284027,303.309692,189.575348,296.125092,191.748199,288.615997,191.028976,347.956543,193.649414,354.79129,188.286285,363.388763,188.695419,369.641022,194.401306,362.641388,197.604568,354.897614,196.971008,293.822021,272.116058,301.397614,266.295959,310.013153,261.821594,319.170868,263.324554,328.810852,263.39975,336.9552,269.197021,344.216675,275.846863,336.420471,281.877625,327.163177,285.411255,317.181641,285.89032,307.848206,283.920258,299.705322,279.203766,309.768219,271.344116,318.432617,271.716766,327.393463,272.650726,327.104797,274.347076,318.123749,274.035736,309.60199,273.012604,1,0,?
635,'2019/06/10 17:34:45:060',18,255.388199,194.755646,254.162384,214.286652,254.47998,233.846619,255.568787,253.343155,258.42337,272.898895,265.114044,291.929474,276.18222,308.85791,291.142273,322.347168,310.123505,328.591278,330.097382,327.833221,348.090515,319.353668,363.532562,306.660034,375.226349,290.423187,382.655304,271.441986,388.323761,251.297577,393.56665,230.77832,397.660034,210.052597,273.668365,156.500458,282.327057,151.671799,292.168945,150.087173,302.125183,151.2099,311.201508,155.04834,343.972534,158.366409,355.632233,156.136047,367.476257,157.223328,378.341217,162.056122,386.618683,170.387711,323.695648,189.448059,322.226959,203.201096,320.792999,216.867188,319.442261,230.479874,307.050995,241.60762,312.439697,243.751389,318.213776,244.902573,324.750275,244.832626,331.06839,243.699783,282.35614,186.241928,289.303741,181.688492,297.58136,183.16925,303.056183,189.359039,295.870331,191.400269,288.395142,190.633133,347.619537,193.622116,354.462921,188.412598,363.038727,188.881485,369.322296,194.478363,362.295685,197.570511,354.556122,196.925949,292.950897,271.829193,300.413757,266.192474,308.944427,261.872742,317.999878,263.411194,327.685822,263.553009,335.874847,269.318146,343.25769,275.86969,335.460602,282.214966,326.141266,286.030548,315.970001,286.59256,306.540527,284.421204,298.543854,279.293579,308.49649,271.191193,317.269379,271.61145,326.545959,272.635712,326.254913,275.014374,316.904114,274.835602,308.201324,273.503662,1,0,?
636,'2019/06/10 17:34:45:111',18,255.572327,194.857101,254.282867,214.33783,254.526291,233.847366,255.581604,253.332779,258.448975,272.914551,265.149902,291.946533,276.23938,308.817139,291.192352,322.241821,310.092316,328.474762,330.082703,327.566254,348.101135,318.996643,363.612274,306.252869,375.396332,289.94873,382.906891,270.910187,388.554901,250.743774,393.684448,230.228073,397.678223,209.512741,273.784546,156.4767,282.261444,151.656754,291.952332,150.008148,301.792511,151.036499,310.767731,154.791138,344.280304,158.048843,355.880402,155.920761,367.640198,157.121613,378.356628,162.101517,386.406921,170.51265,323.456024,189.347305,321.940369,203.203018,320.456085,216.974548,319.055023,230.68782,306.659943,241.300201,312.122284,243.469528,317.964935,244.648361,324.580627,244.561417,330.986053,243.419724,282.019287,186.407303,288.993683,181.764893,297.34494,183.242401,302.862946,189.486923,295.629517,191.633362,288.0961,190.871536,347.46228,193.694565,354.342621,188.44043,362.993439,188.91832,369.288177,194.611954,362.211395,197.762253,354.418243,197.100937,292.698639,271.696167,300.176758,266.160614,308.718201,261.926453,317.764313,263.501373,327.491974,263.575104,335.771881,269.227875,343.265625,275.660889,335.474213,282.26004,326.087402,286.2966,315.777679,286.956055,306.24469,284.706726,298.216187,279.390411,308.281647,271.142151,317.070068,271.634949,326.441223,272.570251,326.168365,275.248077,316.683167,275.2276,307.913574,273.75354,1,0,?
